Father,Son
178.054,187.452
179.832,187.70600000000002
184.404,187.452
172.466,192.024
171.45,192.27800000000002
184.912,196.08800000000002
159.258,155.702
173.228,188.722
165.35399999999998,180.086
186.436,191.262
159.766,156.972
158.75,162.56
177.54600000000002,158.75
180.594,187.198
180.594,168.402
176.53,157.988
178.30800000000002,166.116
166.37,162.56
157.48,159.512
161.544,161.29
166.624,161.29
172.72,159.766
156.972,161.798
162.052,161.798
164.846,163.57600000000002
167.132,161.798
168.656,163.57600000000002
174.75199999999998,163.322
156.972,165.608
163.322,165.35399999999998
161.798,166.624
165.1,164.846
165.862,165.35399999999998
164.59199999999998,165.608
166.87800000000001,166.624
167.64000000000001,166.624
170.18,164.846
172.212,166.116
175.26,164.33800000000002
157.988,167.132
159.512,167.132
162.306,169.418
166.116,168.91
164.08399999999997,168.656
166.624,168.402
168.148,168.148
167.64000000000001,168.656
167.132,169.418
171.19600000000003,168.148
170.434,168.656
170.942,169.418
172.466,167.132
173.482,168.148
172.72,168.402
174.49800000000002,167.132
180.848,168.402
158.496,169.92600000000002
159.766,169.672
162.814,171.19600000000003
162.306,171.958
164.59199999999998,170.68800000000002
166.116,170.942
164.59199999999998,171.45
174.49800000000002,175.26
165.608,157.48
163.322,162.814
167.89399999999998,167.64000000000001
175.26,167.132
163.83,169.92600000000002
167.89399999999998,169.672
166.87800000000001,170.18
168.91,171.19600000000003
166.624,169.672
168.656,170.942
170.942,171.45
169.672,170.68800000000002
169.418,171.70399999999998
170.942,169.92600000000002
171.19600000000003,169.418
172.466,170.68800000000002
172.212,170.68800000000002
172.974,169.672
173.482,169.672
174.75199999999998,171.45
176.276,170.434
176.022,170.434
179.07,169.92600000000002
178.054,171.45
179.32399999999998,169.92600000000002
158.496,171.958
160.52800000000002,172.466
161.29,174.49800000000002
162.306,174.244
164.08399999999997,173.73600000000002
164.846,173.73600000000002
167.38600000000002,173.73600000000002
168.148,173.73600000000002
168.91,172.466
166.37,173.482
169.92600000000002,172.72
170.434,173.228
169.672,174.244
170.68800000000002,174.244
168.91,172.212
170.18,172.466
169.164,173.228
173.228,172.72
171.70399999999998,172.466
173.482,172.212
172.72,174.244
175.26,172.974
176.022,172.466
175.00600000000003,173.99
175.00600000000003,174.244
176.276,172.974
176.53,172.974
178.56199999999998,171.958
177.54600000000002,173.73600000000002
179.578,174.244
179.32399999999998,173.482
183.89600000000002,172.974
184.15,173.73600000000002
159.258,176.276
162.306,175.26
163.83,176.276
164.59199999999998,175.00600000000003
166.116,176.276
167.132,176.022
168.402,175.26
167.132,176.784
169.672,175.768
170.68800000000002,177.038
170.942,175.00600000000003
171.45,175.51399999999998
172.466,175.26
173.73600000000002,175.768
171.70399999999998,176.784
173.99,174.75199999999998
174.244,175.768
175.51399999999998,175.51399999999998
174.244,175.26
175.768,176.022
174.244,175.768
173.99,175.00600000000003
177.038,176.276
178.81600000000003,174.49800000000002
177.8,174.75199999999998
178.56199999999998,176.276
181.102,176.276
181.102,176.53
184.404,175.768
163.57600000000002,177.8
164.846,177.54600000000002
168.402,177.8
167.64000000000001,177.038
166.87800000000001,177.292
169.418,177.54600000000002
169.164,178.56199999999998
173.482,177.292
172.466,177.54600000000002
172.72,178.56199999999998
173.482,179.578
174.75199999999998,178.81600000000003
175.51399999999998,178.81600000000003
175.26,179.32399999999998
176.276,178.30800000000002
177.292,177.54600000000002
176.784,178.30800000000002
179.07,178.56199999999998
177.54600000000002,178.56199999999998
180.34,177.292
180.848,179.07
181.61,177.8
181.86399999999998,177.038
185.928,177.54600000000002
162.306,180.086
167.64000000000001,181.35600000000002
167.64000000000001,180.848
171.45,179.832
169.418,179.578
173.482,181.102
171.958,180.086
173.482,180.086
173.73600000000002,180.086
175.51399999999998,180.848
175.51399999999998,181.102
177.038,180.848
177.8,181.35600000000002
176.784,181.86399999999998
177.8,180.34
180.086,180.848
179.32399999999998,181.35600000000002
183.642,181.35600000000002
181.61,180.086
185.42000000000002,181.102
168.148,183.134
170.942,182.88
172.212,182.88
175.51399999999998,182.11800000000002
176.276,182.626
176.784,183.388
178.054,183.642
178.30800000000002,184.404
181.102,182.88
183.134,182.37199999999999
183.642,182.37199999999999
170.434,185.67399999999998
172.466,186.436
175.51399999999998,185.928
176.784,186.436
177.038,185.928
179.07,185.16600000000003
183.89600000000002,184.912
184.912,186.182
172.974,187.96
174.244,189.48399999999998
181.102,187.70600000000002
183.134,189.48399999999998
189.738,188.722
180.848,190.754
173.482,196.08800000000002
153.416,154.432
162.306,158.496
160.274,168.656
162.56,148.59
187.70600000000002,177.8
182.88,180.34
154.94,165.1
166.116,179.07
182.88,175.768
181.102,164.846
165.608,174.75199999999998
175.00600000000003,177.54600000000002
163.83,158.75
162.56,160.78199999999998
168.91,161.29
170.434,159.766
158.242,162.306
162.052,163.322
166.116,163.068
166.624,164.08399999999997
168.148,163.322
171.70399999999998,162.052
152.90800000000002,166.87800000000001
160.02,164.59199999999998
161.544,166.624
165.608,164.33800000000002
165.35399999999998,164.59199999999998
164.59199999999998,165.35399999999998
168.148,166.624
168.148,165.862
169.164,165.35399999999998
172.72,165.35399999999998
175.26,164.59199999999998
157.734,167.64000000000001
160.52800000000002,168.656
163.83,168.656
162.052,168.402
164.08399999999997,167.132
164.08399999999997,167.89399999999998
167.89399999999998,168.91
167.64000000000001,168.402
166.87800000000001,169.164
170.434,167.64000000000001
170.942,168.91
170.68800000000002,167.64000000000001
173.73600000000002,168.91
171.70399999999998,168.656
171.70399999999998,168.402
173.99,168.402
177.8,169.164
155.19400000000002,169.672
159.258,171.45
163.322,170.68800000000002
162.814,169.672
161.798,170.942
164.33800000000002,169.672
164.33800000000002,169.92600000000002
172.72,172.974
164.08399999999997,161.544
167.89399999999998,160.52800000000002
165.862,166.87800000000001
177.038,170.68800000000002
165.862,171.19600000000003
166.37,171.70399999999998
167.89399999999998,170.68800000000002
168.148,170.434
167.64000000000001,169.672
167.64000000000001,170.434
167.38600000000002,169.92600000000002
170.434,169.672
170.18,170.18
171.19600000000003,171.958
171.19600000000003,171.70399999999998
170.942,171.958
173.482,170.942
173.482,170.18
171.70399999999998,170.18
173.228,170.434
175.51399999999998,170.68800000000002
174.75199999999998,171.45
179.07,171.958
177.8,169.92600000000002
176.53,170.18
156.21,171.958
159.766,173.99
162.814,172.466
162.306,172.212
165.35399999999998,173.482
164.08399999999997,173.228
167.38600000000002,174.244
168.148,172.212
166.87800000000001,172.466
167.89399999999998,171.958
168.402,172.72
170.68800000000002,172.974
169.92600000000002,172.212
169.92600000000002,172.974
169.164,173.228
170.68800000000002,174.244
170.434,173.482
172.466,173.73600000000002
172.466,174.244
172.212,173.482
172.466,172.466
174.244,171.958
174.244,173.73600000000002
175.26,172.974
175.26,172.72
175.51399999999998,173.228
173.99,172.974
178.30800000000002,173.99
177.292,174.244
177.54600000000002,171.958
181.61,174.49800000000002
183.89600000000002,174.244
182.626,173.73600000000002
154.94,175.51399999999998
160.02,176.276
164.08399999999997,176.53
166.116,175.51399999999998
164.59199999999998,176.784
166.37,176.276
166.624,175.768
167.89399999999998,174.75199999999998
171.19600000000003,175.51399999999998
169.164,175.26
171.19600000000003,175.51399999999998
170.68800000000002,175.51399999999998
173.228,174.49800000000002
172.466,175.26
172.72,175.26
171.958,175.768
175.00600000000003,174.75199999999998
174.49800000000002,174.49800000000002
175.51399999999998,175.26
174.75199999999998,176.022
174.75199999999998,176.276
176.022,175.00600000000003
176.784,176.022
177.292,176.784
178.30800000000002,176.276
178.054,175.26
180.594,176.53
181.35600000000002,174.49800000000002
182.37199999999999,175.768
163.57600000000002,178.81600000000003
165.608,178.054
167.89399999999998,178.81600000000003
167.132,177.8
166.37,177.292
169.418,178.81600000000003
170.68800000000002,177.8
170.68800000000002,178.56199999999998
172.974,177.54600000000002
172.466,179.578
173.228,178.56199999999998
176.022,177.038
174.75199999999998,178.56199999999998
175.768,177.8
174.49800000000002,177.038
176.53,178.30800000000002
177.8,177.8
177.038,178.56199999999998
178.30800000000002,178.81600000000003
179.832,177.292
180.086,177.292
181.102,179.07
183.642,177.8
184.912,179.32399999999998
163.57600000000002,180.594
164.846,180.848
167.132,180.34
171.19600000000003,180.086
171.19600000000003,179.832
172.466,181.61
172.466,181.86399999999998
173.99,179.832
171.70399999999998,180.34
176.276,181.86399999999998
176.022,180.594
176.53,181.61
178.30800000000002,181.35600000000002
177.8,181.61
177.292,180.34
176.784,181.86399999999998
181.61,181.35600000000002
183.388,180.848
183.89600000000002,180.086
184.15,181.61
164.33800000000002,183.89600000000002
169.672,184.404
172.212,182.37199999999999
173.228,182.88
175.768,182.88
175.00600000000003,183.89600000000002
178.054,182.626
178.054,183.134
180.34,184.404
181.35600000000002,184.15
182.88,182.37199999999999
184.65800000000002,184.404
172.72,185.67399999999998
175.26,185.928
175.00600000000003,186.436
176.784,186.436
180.848,187.198
182.88,184.912
185.16600000000003,185.42000000000002
167.38600000000002,189.738
173.99,187.70600000000002
179.578,188.97600000000003
183.642,187.96
184.404,187.70600000000002
174.75199999999998,192.27800000000002
186.69,193.29399999999998
178.054,198.62800000000001
172.466,157.226
164.33800000000002,177.54600000000002
154.432,158.242
190.246,181.35600000000002
179.32399999999998,181.86399999999998
154.686,166.37
165.862,182.626
181.35600000000002,180.848
182.11800000000002,163.83
159.258,165.862
181.35600000000002,176.784
169.164,165.35399999999998
170.68800000000002,154.94
158.75,160.274
164.846,161.544
169.92600000000002,161.29
158.496,162.052
161.544,163.068
166.116,164.33800000000002
165.1,162.814
168.656,163.57600000000002
169.418,164.08399999999997
151.13,164.59199999999998
160.02,165.608
162.814,166.624
162.814,166.624
163.83,164.846
165.608,166.624
168.402,166.87800000000001
167.64000000000001,166.624
169.672,165.35399999999998
173.228,164.846
174.49800000000002,166.87800000000001
155.702,168.91
160.78199999999998,168.148
162.306,167.38600000000002
162.814,168.402
164.59199999999998,168.402
164.08399999999997,168.148
168.148,167.89399999999998
168.91,168.148
168.656,167.132
170.942,169.164
171.19600000000003,168.91
170.942,168.402
171.958,168.91
173.73600000000002,168.402
172.212,167.38600000000002
176.022,169.164
177.038,169.164
152.4,170.942
157.734,171.19600000000003
161.544,171.45
162.052,169.92600000000002
163.83,170.434
164.33800000000002,170.18
166.116,169.92600000000002
165.35399999999998,172.974
176.022,171.45
171.958,160.02
164.846,171.19600000000003
176.53,174.75199999999998
165.35399999999998,169.92600000000002
165.1,170.942
166.624,170.68800000000002
167.38600000000002,170.434
166.87800000000001,170.434
167.38600000000002,170.68800000000002
167.38600000000002,169.418
171.19600000000003,169.672
168.91,171.19600000000003
171.19600000000003,171.19600000000003
170.68800000000002,170.18
170.942,171.19600000000003
172.974,169.92600000000002
172.72,169.92600000000002
172.72,169.672
173.73600000000002,169.672
174.75199999999998,170.68800000000002
176.53,171.45
178.30800000000002,171.958
177.038,170.434
178.30800000000002,171.70399999999998
155.19400000000002,172.72
159.258,174.49800000000002
163.322,173.73600000000002
163.322,172.72
165.1,174.244
164.59199999999998,173.99
168.148,172.212
167.89399999999998,172.974
168.656,173.228
168.148,173.99
167.38600000000002,174.244
170.18,174.49800000000002
171.45,173.73600000000002
169.418,173.99
169.418,174.244
170.942,172.466
170.434,172.72
172.212,172.72
173.73600000000002,174.244
171.958,172.974
172.974,172.466
171.958,174.244
175.26,172.466
175.768,174.244
176.022,174.49800000000002
176.022,173.73600000000002
174.75199999999998,173.228
176.784,173.482
176.784,172.974
177.54600000000002,172.212
179.32399999999998,173.228
183.642,172.72
181.86399999999998,172.72
185.16600000000003,172.974
160.78199999999998,175.768
163.322,175.768
165.35399999999998,175.00600000000003
165.608,176.022
167.38600000000002,176.53
167.64000000000001,175.26
166.624,176.022
167.132,176.784
169.92600000000002,176.276
170.18,175.26
171.19600000000003,176.022
172.466,175.51399999999998
172.212,176.022
173.73600000000002,176.022
173.482,174.49800000000002
173.73600000000002,176.53
174.49800000000002,176.53
175.26,175.00600000000003
176.022,174.75199999999998
174.75199999999998,176.276
175.00600000000003,174.75199999999998
177.292,175.51399999999998
177.038,175.768
178.81600000000003,176.022
178.56199999999998,174.75199999999998
180.34,175.51399999999998
181.102,176.276
182.88,174.49800000000002
160.78199999999998,178.81600000000003
164.846,179.07
166.87800000000001,178.054
167.89399999999998,177.292
168.91,178.56199999999998
167.89399999999998,178.56199999999998
169.418,177.038
170.434,178.054
171.70399999999998,178.81600000000003
173.228,177.54600000000002
173.482,177.292
172.974,177.54600000000002
175.768,178.56199999999998
175.768,178.30800000000002
173.99,178.81600000000003
174.75199999999998,178.81600000000003
177.038,179.578
177.54600000000002,177.038
179.07,179.07
180.848,179.07
179.32399999999998,179.07
179.07,179.07
183.89600000000002,178.56199999999998
185.928,178.56199999999998
162.814,181.35600000000002
164.08399999999997,180.34
166.87800000000001,181.86399999999998
170.434,180.086
169.672,181.35600000000002
173.73600000000002,181.61
173.482,180.848
173.482,181.86399999999998
173.73600000000002,181.86399999999998
174.49800000000002,181.102
174.49800000000002,180.594
175.26,181.61
178.30800000000002,180.34
177.54600000000002,181.61
178.30800000000002,180.086
178.30800000000002,181.35600000000002
181.35600000000002,181.102
179.578,180.848
183.89600000000002,181.61
185.42000000000002,179.832
164.33800000000002,184.65800000000002
170.434,182.88
172.212,183.642
173.73600000000002,183.388
175.768,183.89600000000002
174.244,182.88
177.54600000000002,182.37199999999999
178.30800000000002,184.15
179.07,184.404
180.34,182.626
182.37199999999999,184.404
184.912,183.89600000000002
172.72,185.67399999999998
172.212,186.944
176.022,186.182
179.07,185.67399999999998
181.35600000000002,187.198
183.642,186.944
182.626,185.16600000000003
164.08399999999997,187.70600000000002
172.212,188.722
177.54600000000002,187.70600000000002
180.086,188.46800000000002
184.65800000000002,189.23
175.26,190.754
183.89600000000002,194.056
175.51399999999998,199.13600000000002
178.30800000000002,155.448
183.89600000000002,184.404
151.38400000000001,164.846
186.182,185.42000000000002
172.974,182.37199999999999
160.52800000000002,165.862
167.64000000000001,154.686
181.61,183.134
172.974,180.34
165.862,156.71800000000002
178.81600000000003,171.45
173.73600000000002,163.57600000000002
157.226,160.78199999999998
165.1,161.29
168.148,161.798
151.13,162.306
159.512,162.306
162.306,162.306
164.08399999999997,162.814
166.624,164.33800000000002
168.402,163.57600000000002
179.32399999999998,162.306
157.734,164.59199999999998
163.57600000000002,165.862
163.57600000000002,165.608
164.846,166.37
165.862,165.608
165.608,166.116
167.89399999999998,166.624
167.89399999999998,164.33800000000002
171.19600000000003,164.59199999999998
172.212,166.624
178.56199999999998,166.116
160.52800000000002,168.91
161.798,166.87800000000001
162.814,167.89399999999998
164.33800000000002,168.402
165.35399999999998,169.164
167.38600000000002,168.656
166.87800000000001,168.91
167.64000000000001,168.402
170.942,168.656
169.418,168.402
169.164,167.89399999999998
169.672,168.91
173.228,168.402
171.45,167.89399999999998
173.73600000000002,167.38600000000002
175.51399999999998,166.87800000000001
179.832,167.89399999999998
156.71800000000002,171.70399999999998
160.02,171.19600000000003
163.322,170.18
162.306,170.68800000000002
166.37,170.68800000000002
164.33800000000002,171.19600000000003
164.33800000000002,171.19600000000003
171.45,173.228
169.672,159.258
165.1,168.402
176.276,166.87800000000001
161.798,173.73600000000002
164.08399999999997,171.45
167.64000000000001,170.68800000000002
167.64000000000001,170.68800000000002
168.91,171.45
168.402,169.92600000000002
166.87800000000001,171.958
169.92600000000002,170.18
169.418,169.418
168.91,169.672
170.434,171.19600000000003
170.18,169.92600000000002
171.70399999999998,171.45
171.70399999999998,169.92600000000002
171.45,170.18
172.974,169.92600000000002
174.244,170.18
173.99,170.434
175.768,171.45
177.292,171.45
177.54600000000002,170.942
179.07,171.70399999999998
159.512,172.212
160.52800000000002,172.974
163.57600000000002,173.99
163.322,174.244
164.33800000000002,172.466
164.33800000000002,174.244
167.64000000000001,173.228
166.624,173.482
167.132,173.228
167.38600000000002,173.228
169.164,173.228
169.672,174.244
169.672,173.482
170.68800000000002,174.49800000000002
170.434,173.99
169.92600000000002,171.958
172.72,172.72
172.72,172.212
173.482,172.974
173.482,174.244
173.228,173.228
173.99,173.228
173.99,173.228
175.51399999999998,172.974
175.768,172.974
176.022,173.99
176.276,173.73600000000002
178.56199999999998,173.228
177.038,171.958
179.07,172.466
181.102,173.482
183.388,173.482
183.642,173.482
159.766,176.784
162.306,174.49800000000002
164.08399999999997,175.00600000000003
166.37,174.75199999999998
167.38600000000002,175.51399999999998
168.402,175.26
167.132,175.26
168.91,174.49800000000002
170.942,176.53
171.19600000000003,175.51399999999998
170.434,175.51399999999998
173.99,176.784
171.958,176.276
172.974,175.768
171.70399999999998,174.75199999999998
172.212,175.26
176.022,176.53
175.51399999999998,176.784
174.49800000000002,176.276
175.26,176.784
175.00600000000003,176.276
174.75199999999998,175.00600000000003
177.54600000000002,174.49800000000002
179.07,176.022
177.8,174.49800000000002
177.292,174.75199999999998
181.35600000000002,176.53
180.594,177.038
184.65800000000002,177.038
165.862,179.07
167.64000000000001,177.8
166.37,179.32399999999998
166.624,179.07
167.38600000000002,177.8
170.434,177.54600000000002
169.92600000000002,179.07
172.466,177.54600000000002
171.958,177.038
171.45,179.32399999999998
172.72,178.30800000000002
174.75199999999998,178.56199999999998
176.276,178.30800000000002
174.244,179.07
175.51399999999998,179.07
179.07,178.30800000000002
177.54600000000002,177.8
177.8,178.30800000000002
176.784,178.30800000000002
180.34,177.8
179.32399999999998,178.81600000000003
181.61,178.81600000000003
181.86399999999998,178.30800000000002
187.70600000000002,178.30800000000002
165.1,179.578
168.402,181.61
167.38600000000002,181.35600000000002
169.92600000000002,180.848
170.68800000000002,180.086
172.974,181.102
171.70399999999998,181.35600000000002
171.70399999999998,180.848
176.276,180.848
175.00600000000003,180.848
175.51399999999998,180.34
177.292,181.35600000000002
177.8,180.848
176.784,181.86399999999998
178.56199999999998,181.102
179.578,181.61
180.086,180.086
184.15,181.61
185.42000000000002,180.594
188.97600000000003,180.086
171.19600000000003,184.65800000000002
168.91,182.37199999999999
172.72,184.404
174.75199999999998,184.15
176.022,182.626
178.56199999999998,183.388
178.30800000000002,184.404
179.832,183.642
179.578,183.134
183.89600000000002,183.642
183.89600000000002,183.134
170.68800000000002,184.912
172.212,184.912
175.00600000000003,186.69
178.81600000000003,187.198
180.848,184.912
181.35600000000002,186.436
182.11800000000002,185.42000000000002
184.404,185.928
171.70399999999998,189.23
174.244,187.452
180.34,187.452
182.88,187.452
191.008,187.452
185.67399999999998,192.024
177.54600000000002,196.08800000000002
166.37,152.654
184.404,195.072
183.388,169.418
160.52800000000002,149.352
186.182,172.466
167.132,154.94
171.958,151.892
170.18,179.832
181.102,173.482
182.37199999999999,176.022
179.578,176.022
178.56199999999998,170.18
